trm_id,mer_id,hea_id,request_status,request_type
23316,79762,23133308,COMPLETED,DOWNLOAD
23323,79881,24262288,COMPLETED,DOWNLOAD
23327,79961,23013560,COMPLETED,DOWNLOAD
23345,80121,24444312,COMPLETED,DOWNLOAD
23353,80002,22885690,COMPLETED,DOWNLOAD
23428,80366,110880,COMPLETED,DOWNLOAD
23430,80401,111737,COMPLETED,DOWNLOAD
23431,80367,118298,COMPLETED,DOWNLOAD
23432,80421,152506,COMPLETED,DOWNLOAD
23433,80441,155666,COMPLETED,DOWNLOAD
23434,80282,182457,COMPLETED,DOWNLOAD
23436,80481,187450,COMPLETED,DOWNLOAD
23437,80368,201685,COMPLETED,DOWNLOAD
23438,80501,213204,COMPLETED,DOWNLOAD
23439,80370,221302,COMPLETED,DOWNLOAD
23440,80521,223758,COMPLETED,DOWNLOAD
23441,80561,254517,COMPLETED,DOWNLOAD
23442,80581,259706,COMPLETED,DOWNLOAD
23446,80601,266366,COMPLETED,DOWNLOAD
23447,80621,268622,COMPLETED,DOWNLOAD
23450,80563,276495,COMPLETED,DOWNLOAD
23451,80622,277635,COMPLETED,DOWNLOAD
23455,80641,394135,COMPLETED,DOWNLOAD
23456,80661,402314,COMPLETED,DOWNLOAD
23457,80681,402794,COMPLETED,DOWNLOAD
23458,80384,414242,COMPLETED,DOWNLOAD
23459,80303,455358,COMPLETED,DOWNLOAD
23461,80701,472766,COMPLETED,DOWNLOAD
23462,80284,491950,COMPLETED,DOWNLOAD
23466,80343,516647,COMPLETED,DOWNLOAD
23467,80442,538740,COMPLETED,DOWNLOAD
23470,80721,560109,COMPLETED,DOWNLOAD
23471,80344,576826,COMPLETED,DOWNLOAD
23472,80623,601343,COMPLETED,DOWNLOAD
23473,80662,619236,COMPLETED,DOWNLOAD
23474,80542,620434,COMPLETED,DOWNLOAD
23477,80483,650220,COMPLETED,DOWNLOAD
23479,80742,658797,COMPLETED,DOWNLOAD
23481,80584,669055,COMPLETED,DOWNLOAD
23482,80304,670481,COMPLETED,DOWNLOAD
23484,80643,691782,COMPLETED,DOWNLOAD
23486,80443,692258,COMPLETED,DOWNLOAD
23487,80443,692258,COMPLETED,DOWNLOAD
23488,80603,698556,COMPLETED,DOWNLOAD
23490,80682,704281,COMPLETED,DOWNLOAD
23492,80781,708853,COMPLETED,DOWNLOAD
23497,80702,713059,COMPLETED,DOWNLOAD
23498,80722,717590,COMPLETED,DOWNLOAD
23500,80801,730030,COMPLETED,DOWNLOAD
23501,80663,742146,COMPLETED,DOWNLOAD
23502,80345,726705,COMPLETED,DOWNLOAD
23503,80743,746272,COMPLETED,DOWNLOAD
23504,80782,748037,COMPLETED,DOWNLOAD
23505,80371,749437,COMPLETED,DOWNLOAD
23506,80524,756210,COMPLETED,DOWNLOAD
23507,80502,769785,COMPLETED,DOWNLOAD
23508,80802,770434,COMPLETED,DOWNLOAD
23509,80664,773138,COMPLETED,DOWNLOAD
23510,80566,776154,COMPLETED,DOWNLOAD
23511,80624,779126,COMPLETED,DOWNLOAD
23512,80402,780018,COMPLETED,DOWNLOAD
23513,80703,782614,COMPLETED,DOWNLOAD
23514,80644,783013,COMPLETED,DOWNLOAD
23515,80422,783014,COMPLETED,DOWNLOAD
23516,80744,783102,COMPLETED,DOWNLOAD
23518,80503,808768,COMPLETED,DOWNLOAD
23520,80803,816533,COMPLETED,DOWNLOAD
23521,80804,865285,COMPLETED,DOWNLOAD
23522,80585,868477,COMPLETED,DOWNLOAD
23523,80387,874828,COMPLETED,DOWNLOAD
23524,80464,890007,COMPLETED,DOWNLOAD
23526,80645,920443,COMPLETED,DOWNLOAD
23528,80423,997429,COMPLETED,DOWNLOAD
23529,80586,1006715,COMPLETED,DOWNLOAD
23530,80446,1006936,COMPLETED,DOWNLOAD
23532,80784,1043956,COMPLETED,DOWNLOAD
23533,80388,1048048,COMPLETED,DOWNLOAD
23534,80567,1120790,COMPLETED,DOWNLOAD
23536,80806,1158554,COMPLETED,DOWNLOAD
23538,80646,1203130,COMPLETED,DOWNLOAD
23539,80625,1206822,COMPLETED,DOWNLOAD
23540,80373,1232943,COMPLETED,DOWNLOAD
23541,80447,1233678,COMPLETED,DOWNLOAD
23542,80346,1240791,COMPLETED,DOWNLOAD
23544,80665,1282448,COMPLETED,DOWNLOAD
23545,80525,1287050,COMPLETED,DOWNLOAD
23546,80785,1306894,COMPLETED,DOWNLOAD
23548,80666,1324070,COMPLETED,DOWNLOAD
23549,80389,1324475,COMPLETED,DOWNLOAD
23550,80526,1358760,COMPLETED,DOWNLOAD
23556,80448,1404082,COMPLETED,DOWNLOAD
23557,80786,1419084,COMPLETED,DOWNLOAD
23558,80723,1419240,COMPLETED,DOWNLOAD
23561,80684,1435404,COMPLETED,DOWNLOAD
23562,80449,1446859,COMPLETED,DOWNLOAD
23563,80504,1448825,COMPLETED,DOWNLOAD
23567,80505,1464731,COMPLETED,DOWNLOAD
23568,80306,1475055,COMPLETED,DOWNLOAD
23569,80404,1476720,COMPLETED,DOWNLOAD
23570,80450,1478566,COMPLETED,DOWNLOAD
23571,80669,1490749,COMPLETED,DOWNLOAD
23572,80544,1506169,COMPLETED,DOWNLOAD
23574,80724,1513939,COMPLETED,DOWNLOAD
23575,80745,1568169,COMPLETED,DOWNLOAD
23576,80425,1573240,COMPLETED,DOWNLOAD
23579,80374,1605207,COMPLETED,DOWNLOAD
23580,80307,1695893,COMPLETED,DOWNLOAD
23582,80810,1761659,COMPLETED,DOWNLOAD
23584,80451,1762384,COMPLETED,DOWNLOAD
23585,80287,23121663,COMPLETED,DOWNLOAD
23586,80452,1782141,COMPLETED,DOWNLOAD
23588,80726,1786344,COMPLETED,DOWNLOAD
23589,80671,1786180,COMPLETED,DOWNLOAD
23591,80626,1788845,COMPLETED,DOWNLOAD
23592,80375,1809121,COMPLETED,DOWNLOAD
23594,80405,1820061,COMPLETED,DOWNLOAD
23595,80811,1840263,COMPLETED,DOWNLOAD
23597,80406,1845285,COMPLETED,DOWNLOAD
23600,80812,1858261,COMPLETED,DOWNLOAD
23602,80453,1862964,COMPLETED,DOWNLOAD
23603,80673,1874686,COMPLETED,DOWNLOAD
23604,80506,1900979,COMPLETED,DOWNLOAD
23605,80376,1901419,COMPLETED,DOWNLOAD
23606,80728,1926526,COMPLETED,DOWNLOAD
23607,80454,1884801,COMPLETED,DOWNLOAD
23609,80377,1975940,COMPLETED,DOWNLOAD
23611,80507,1987924,COMPLETED,DOWNLOAD
23612,80746,1996725,COMPLETED,DOWNLOAD
23614,80378,2011353,COMPLETED,DOWNLOAD
23615,80787,2015972,COMPLETED,DOWNLOAD
23617,80455,2063343,COMPLETED,DOWNLOAD
23618,80310,2094578,COMPLETED,DOWNLOAD
23619,80508,2068958,COMPLETED,DOWNLOAD
23620,80289,2103337,COMPLETED,DOWNLOAD
23621,80349,2173997,COMPLETED,DOWNLOAD
23623,80729,2110548,COMPLETED,DOWNLOAD
23624,80290,2186733,COMPLETED,DOWNLOAD
23626,80813,2194316,COMPLETED,DOWNLOAD
23627,80379,2194852,COMPLETED,DOWNLOAD
23629,80747,2202518,COMPLETED,DOWNLOAD
23630,80788,2208586,COMPLETED,DOWNLOAD
23631,80456,2202682,COMPLETED,DOWNLOAD
23632,80311,2216082,COMPLETED,DOWNLOAD
23634,80730,2307241,COMPLETED,DOWNLOAD
23636,80627,2321454,COMPLETED,DOWNLOAD
23637,80650,2332485,COMPLETED,DOWNLOAD
23638,80546,2338398,COMPLETED,DOWNLOAD
23639,80814,2343203,COMPLETED,DOWNLOAD
23640,80814,2343203,COMPLETED,DOWNLOAD
23641,80731,2338662,COMPLETED,DOWNLOAD
23643,80312,2372053,COMPLETED,DOWNLOAD
23644,80312,2372053,COMPLETED,DOWNLOAD
23645,80380,2361603,COMPLETED,DOWNLOAD
23699,80510,109712,COMPLETED,DOWNLOAD
23700,80606,98582,COMPLETED,DOWNLOAD
23701,80409,110837,COMPLETED,DOWNLOAD
23704,80630,112315,COMPLETED,DOWNLOAD
23705,80677,113049,COMPLETED,DOWNLOAD
23706,80817,123907,COMPLETED,DOWNLOAD
23708,80395,131364,COMPLETED,DOWNLOAD
23710,80861,158986,COMPLETED,DOWNLOAD
23711,80653,161175,COMPLETED,DOWNLOAD
23712,80352,166268,COMPLETED,DOWNLOAD
23713,80749,168306,COMPLETED,DOWNLOAD
23715,80881,173819,COMPLETED,DOWNLOAD
23716,80654,183364,COMPLETED,DOWNLOAD
23721,80733,276426,COMPLETED,DOWNLOAD
23722,80707,277973,COMPLETED,DOWNLOAD
23723,80354,338172,COMPLETED,DOWNLOAD
23725,80688,397727,COMPLETED,DOWNLOAD
23727,80862,429903,COMPLETED,DOWNLOAD
23730,80315,473591,COMPLETED,DOWNLOAD
23731,80750,489032,COMPLETED,DOWNLOAD
23732,80512,484567,COMPLETED,DOWNLOAD
23733,80632,538037,COMPLETED,DOWNLOAD
23734,80513,539214,COMPLETED,DOWNLOAD
23735,80467,556213,COMPLETED,DOWNLOAD
23736,80655,596070,COMPLETED,DOWNLOAD
23738,80550,603965,COMPLETED,DOWNLOAD
23739,80734,591796,COMPLETED,DOWNLOAD
23740,80410,605713,COMPLETED,DOWNLOAD
23742,80751,611410,COMPLETED,DOWNLOAD
23743,80751,611410,COMPLETED,DOWNLOAD
23745,80514,631767,COMPLETED,DOWNLOAD
23747,80468,640437,COMPLETED,DOWNLOAD
23750,80515,642799,COMPLETED,DOWNLOAD
23751,80411,661568,COMPLETED,DOWNLOAD
23756,80532,670845,COMPLETED,DOWNLOAD
23757,80412,678024,COMPLETED,DOWNLOAD
23758,80294,692864,COMPLETED,DOWNLOAD
23760,80469,716572,COMPLETED,DOWNLOAD
23761,80708,717031,COMPLETED,DOWNLOAD
23764,80589,720073,COMPLETED,DOWNLOAD
23765,80355,722525,COMPLETED,DOWNLOAD
23766,80516,728892,COMPLETED,DOWNLOAD
23767,80487,734240,COMPLETED,DOWNLOAD
23768,80356,750611,COMPLETED,DOWNLOAD
23770,80317,758356,COMPLETED,DOWNLOAD
23772,80357,784274,COMPLETED,DOWNLOAD
23773,80902,799694,COMPLETED,DOWNLOAD
23776,80399,816134,COMPLETED,DOWNLOAD
23778,80820,819023,COMPLETED,DOWNLOAD
23779,80607,864091,COMPLETED,DOWNLOAD
23780,80738,895218,COMPLETED,DOWNLOAD
23781,80882,894939,COMPLETED,DOWNLOAD
23782,80844,912664,COMPLETED,DOWNLOAD
23788,80489,1043058,COMPLETED,DOWNLOAD
23789,80921,1016233,COMPLETED,DOWNLOAD
23790,80318,1120837,COMPLETED,DOWNLOAD
23791,80903,1131127,COMPLETED,DOWNLOAD
23793,80753,1142335,COMPLETED,DOWNLOAD
23795,80709,1144590,COMPLETED,DOWNLOAD
23797,80689,1170357,COMPLETED,DOWNLOAD
23798,80766,1176915,COMPLETED,DOWNLOAD
23799,80319,1182563,COMPLETED,DOWNLOAD
23800,80791,1201656,COMPLETED,DOWNLOAD
23808,80982,175419,COMPLETED,DOWNLOAD
23809,81041,180238,COMPLETED,DOWNLOAD
23810,81061,199238,COMPLETED,DOWNLOAD
23812,81101,212592,COMPLETED,DOWNLOAD
23814,81181,234996,COMPLETED,DOWNLOAD
23815,81141,218557,COMPLETED,DOWNLOAD
23816,81161,236935,COMPLETED,DOWNLOAD
23817,81201,242783,COMPLETED,DOWNLOAD
23818,81003,244868,COMPLETED,DOWNLOAD
23819,81221,276992,COMPLETED,DOWNLOAD
23820,81062,275826,COMPLETED,DOWNLOAD
23822,81241,359054,COMPLETED,DOWNLOAD
23824,81042,370609,COMPLETED,DOWNLOAD
23825,81261,389918,COMPLETED,DOWNLOAD
23826,81102,435612,COMPLETED,DOWNLOAD
23827,81321,436465,COMPLETED,DOWNLOAD
23828,81341,443458,COMPLETED,DOWNLOAD
23829,81301,435358,COMPLETED,DOWNLOAD
23830,81381,454809,COMPLETED,DOWNLOAD
23831,81401,459826,COMPLETED,DOWNLOAD
23832,81262,464306,COMPLETED,DOWNLOAD
23833,81421,462479,COMPLETED,DOWNLOAD
23835,81362,503553,COMPLETED,DOWNLOAD
23836,81441,531318,COMPLETED,DOWNLOAD
23837,81162,576305,COMPLETED,DOWNLOAD
